76,0.438
49,0.423
16,0.410
31,0.395
4,0.383
35,0.353
99,0.345
73,0.333
82,0.324
68,0.317
90,0.315
94,0.300
57,0.299
74,0.273
65,0.261
17,0.257
77,0.215
92,0.197
33,0.196
93,0.193
78,0.189
72,0.178
22,0.177
91,0.172
83,0.166
48,0.165
70,0.163
87,0.161
100,0.158
15,0.154
26,0.153
3,0.152
14,0.146
52,0.146
54,0.128
67,0.124
81,0.122
39,0.120
85,0.114
71,0.110
97,0.106
