0.0000,0.0000,0.4269,0.0000,0.0000,0.0000,0.2101,0.0000,0.0000,0.0000,0.2159,0.0000,0.6109,0.2159,0.0000,0.0000,0.0000,1.0969,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5229,0.0000,0.2045,0.0000,0.4793,0.5485,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2343,0.0000,0.2407,0.5485,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.2474,0.0000,0.0000,0.3606,0.2843,0.0000,0.2101,0.0000,0.0000,0.3010,0.0000,0.3389,0.0000,0.0000,0.3288,0.0000,0.0000,0.0000,0.0000,0.2614,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5485,0.0000,0.2614,0.2101,0.0000,0.0000,0.3606,0.2343,0.0000,0.0000,1.0969,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000
0.0000,0.0000,0.8539,0.7212,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6576,1.3979,0.7959,1.0969,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0458,0.6198,0.0000,0.8239,0.9586,0.0000,0.5850,0.0000,0.0000,0.0000,0.0000,0.7212,0.0000,0.0000,0.4815,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.5850
0.0000,0.0000,0.0000,0.0000,0.0000,0.6505,0.2101,0.3848,0.3606,0.3010,0.0000,0.0000,0.0000,0.2159,0.0000,0.0000,0.0000,0.5485,0.0000,0.0000,0.0000,0.0000,0.4269,0.0000,0.0000,0.0000,0.0000,0.0000,0.5229,0.0000,0.2045,0.0000,0.0000,0.0000,0.2925,0.2614,0.0000,0.2159,0.0000,0.0000,0.2343,0.0000,0.2407,1.0969,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.5686,0.0000,0.7212,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2159,0.0000,0.0000,0.0000,0.3288,0.6990,0.0000,0.5485,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6990,0.0000,0.0000,0.5485,0.0000,0.6198,0.0000,0.4120,0.0000,0.0000,0.0000,0.0000,0.2101,0.4318,0.6109,0.0000,0.0000,0.2218,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.3253,0.0000,0.0000,0.0000,0.0000,0.1079,0.1694,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2135,0.1747,0.0000,0.1803,0.0000,1.0969,0.2614,0.0000,0.0000,0.2060,0.2397,0.0000,0.0000,0.0000,0.0000,0.1079,0.3055,0.0000,0.0000,0.1109,0.0000,0.2742,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.6505,0.0000,0.3848,0.0000,0.0000,0.0000,0.3389,0.0000,0.0000,0.0000,0.0000,0.3979,0.0000,0.0000,0.2614,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2218,0.0000,0.0000,0.0000,0.0000,0.4120,0.4793,1.0969,0.2925,0.2614,0.0000,0.2159,0.6109,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2764,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5485,0.0000,0.2614,0.0000,0.3389,0.0000,0.0000,0.0000,0.0000,0.2218,0.0000,0.5229,0.0000,0.0000,0.4120,0.0000,1.0969,0.0000,0.2614,0.0000,0.0000,1.2218,0.0000,0.0000,0.0000,0.0000,0.0000,0.6383,0.0000,0.0000,0.0000,0.0000,0.2925
0.0000,0.5686,0.0000,0.0000,0.0000,1.3010,0.4202,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4318,0.0000,1.3979,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6198,0.0000,0.0000,0.9586,0.0000,0.0000,0.5229,0.0000,0.0000,0.0000,0.0000,0.4685,0.4437,0.0000,0.0000,0.0000,0.0000,0.0000,0.5528,0.0000,0.5850
0.1650,0.0000,0.0000,0.0000,0.0000,1.3010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4660,0.2653,0.0000,0.3040,0.0000,0.0000,0.0000,0.5692,0.0000,0.0000,0.0000,0.1479,0.0000,0.0000,0.2066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1401,0.0000,0.4073,0.0000,0.0000,0.0000,0.0000,0.0000,0.2128,0.0000,0.0000,0.0000,0.1743,0.1950
0.2474,0.2843,0.4269,0.0000,0.5686,0.0000,0.0000,0.0000,0.3606,0.0000,0.0000,0.3389,0.6109,0.0000,0.0000,0.0000,0.0000,0.5485,0.2280,0.2614,0.4793,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5485,0.0000,0.0000,0.0000,0.0000,0.0000,0.5485,0.0000,0.0000,0.2101,0.2159,0.0000,0.0000,0.0000,0.2218,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3010,0.2159,0.3389,0.0000,0.0000,0.0000,0.0000,0.0000,0.5485,0.2280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3099,0.2045,0.8239,0.4793,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3606,0.0000,0.0000,0.0000,0.5485,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000
0.0000,0.2843,0.0000,0.0000,0.0000,0.0000,0.2101,0.0000,0.0000,0.0000,0.0000,0.0000,0.6109,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4793,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5485,0.0000,0.0000,0.2045,0.0000,0.0000,1.0969,0.0000,0.0000,0.0000,0.2159,0.0000,0.3606,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3010,0.0000,0.0000,0.0000,0.2159,0.0000,0.0000,0.0000,0.5485,0.0000,0.0000,0.4793,0.0000,0.4269,0.0000,0.6990,0.3606,0.0000,0.0000,0.5229,0.3099,0.0000,0.0000,0.4793,1.0969,0.2925,0.0000,0.2101,0.0000,0.0000,0.0000,0.2343,0.0000,0.0000,0.0000,0.3191,0.5086,0.0000,0.2764,0.0000,0.0000
0.0000,0.0000,0.0000,0.3606,0.0000,0.0000,0.2101,0.3848,0.3606,0.3010,0.0000,0.0000,0.6109,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2614,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2218,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5485,0.0000,0.2614,0.4202,0.0000,0.0000,0.0000,0.0000,0.2218,0.0000,0.5485,0.0000,0.2543,0.5000,0.2764,0.0000,0.0000
0.4949,0.0000,0.8539,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6576,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6778,0.0000,0.0000,0.0000,0.7212,0.4437,0.0000,0.0000,0.0000,0.0000,0.0000,0.9586,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0969,0.6383,0.5086,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.2843,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3288,0.0000,0.3979,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3495,0.0000,0.0000,0.2218,0.0000,0.5229,0.0000,0.0000,0.4120,0.0000,0.0000,0.5850,0.0000,0.2101,0.2159,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3191,0.0000,0.5000,0.0000,0.5229,0.0000
0.2474,0.0000,0.8539,0.3606,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6109,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4269,0.0000,0.0000,0.0000,0.0000,0.5485,0.0000,0.0000,0.2045,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.2474,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3010,0.2159,0.6778,0.6109,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4269,0.3495,0.0000,0.0000,0.2218,0.0000,0.0000,0.3099,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6109,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.5528,0.0000,0.2925
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5229,0.9586,0.0000,0.0000,0.6990,0.0000,0.7212,0.0000,0.0000,0.0000,0.6198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4202,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0969,0.0000,0.0000,0.0000,0.0000,0.5229,0.0000
0.0000,0.0000,0.2846,0.2404,0.1895,0.0000,0.0000,0.0000,0.2404,0.0000,0.1439,0.0000,0.0000,0.1439,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3195,0.2259,0.0000,0.0000,0.0000,0.2404,0.0000,0.0000,0.0000,0.0000,0.0000,0.8239,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1562,0.0000,0.0000,0.0000,0.4255,0.0000,0.3333,0.1843,0.0000,0.1950
0.0000,0.0000,0.0000,0.0000,0.2843,0.0000,0.0000,0.0000,0.3606,0.0000,0.0000,0.0000,0.0000,0.2159,0.0000,0.0000,0.3979,0.0000,0.2280,0.0000,0.0000,0.0000,0.0000,0.3495,1.3979,0.3606,0.0000,0.0000,0.5229,0.0000,0.2045,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2159,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.2764,0.0000,0.0000
0.0000,0.2843,0.0000,0.0000,0.0000,0.0000,0.0000,0.7696,0.0000,0.6021,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2614,0.0000,0.0000,0.0000,0.0000,0.6990,0.0000,0.2218,0.0000,0.0000,0.0000,0.2045,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.5686,0.0000,0.0000,0.3848,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6576,0.0000,0.3979,0.0000,0.0000,0.0000,0.0000,0.3389,0.4269,0.3495,0.0000,0.0000,0.0000,0.5485,1.0458,0.0000,0.0000,0.4120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7212,0.0000,0.2218,0.2407,0.0000,0.0000,0.2543,0.0000,0.0000,0.2614,0.0000
0.2474,0.2843,0.0000,0.0000,0.0000,0.0000,0.0000,0.3848,0.0000,0.3010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2614,0.4793,0.3389,0.0000,0.3495,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2045,0.4120,0.0000,0.0000,0.0000,0.5229,0.2101,0.0000,0.0000,0.0000,0.0000,0.0000,0.2407,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.2843,0.4269,0.3606,0.0000,0.0000,0.0000,0.0000,0.0000,0.3010,0.2159,0.3389,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4269,0.0000,0.0000,0.0000,0.2218,0.0000,0.0000,0.3099,0.2045,0.4120,0.0000,0.0000,0.0000,0.0000,0.0000,0.2159,0.0000,0.0000,0.0000,0.4437,0.0000,0.0000,0.3191,0.0000,0.5000,0.0000,0.0000,0.0000
0.0000,0.0000,0.4269,0.3606,0.0000,0.0000,0.0000,0.3848,0.0000,0.0000,0.2159,0.0000,0.0000,0.0000,0.3288,0.0000,0.3979,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3606,0.4437,0.0000,0.0000,0.0000,0.4089,0.4120,0.0000,0.0000,0.0000,0.2614,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5086,0.0000,0.0000,0.2614,0.0000
0.0000,0.0000,0.0000,0.3606,0.0000,0.0000,0.2101,0.0000,0.7212,0.0000,0.2159,0.0000,0.0000,0.2159,0.0000,0.0000,0.3979,0.0000,0.4559,0.2614,0.0000,0.0000,0.0000,0.0000,0.0000,0.7212,0.2218,0.0000,0.0000,0.3099,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4815,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2925
